"Record ID","Name","project id","project address","suburb","postcode","state","category","award date","distance km","budget","quotes due date","Source System","timezone","is multi package","project status","painting_package_status","priority_score","last_contacted_at","next_call_eligible_at","call_suppressed","Pipeline Stage","Owner"
"620966191598","San Remo Primary School Administration Building & General Learning Areas","proj_170383","16-30 Bergin Grove, San Remo VIC 3925","San Remo","3925.0","VIC","Education","2026-01-22","79.6809","$4.0m - $5.0m","2025-09-12","EstimateOne","Australia/Melbourne","Null","New","not_reviewed","0.2","2026-01-26 08:20","2026-01-26 08:18","No","Planning","bigdiamond n/a"
